"","external_gene_name","chromosome_name","description"
"6652","PLOD3","7","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]"
"6653","PPP4C","16","protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]"
"6654","TAF4","20","TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]"
"6655","DMC1","22","DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]"
"6656","LUC7L3","17","LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]"
"6657","TJP2","9","tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]"
"6658","CCDC27","1","coiled-coil domain containing 27 [Source:HGNC Symbol;Acc:HGNC:26546]"
"6659","NDFIP1","5","Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]"
"6660","DLGAP2","HSCHR8_7_CTG1","DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]"
"6661","CLN8","HSCHR8_7_CTG1","CLN8 transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079]"
"6662","DISP3","1","dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]"
"6663","C20orf202","20","chromosome 20 open reading frame 202 [Source:HGNC Symbol;Acc:HGNC:37254]"
"6664","MATN3","2","matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]"
"6665","ARHGAP40","20","Rho GTPase activating protein 40 [Source:HGNC Symbol;Acc:HGNC:16226]"
"6666","WFDC8","20","WAP four-disulfide core domain 8 [Source:HGNC Symbol;Acc:HGNC:16163]"
"6667","TBC1D23","3","TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]"
"6668","HS1BP3","2","HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]"
"6669","SLC12A2","5","solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]"
"6670","PIGT","20","phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]"
"6671","ST13","22","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]"
"6672","PTPN13","4","protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]"
"6673","MMEL1","1","membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]"
"6674","TMPRSS5","11","transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]"
"6675","CD36","7","CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]"
"6676","ATAD2B","2","ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]"
"6677","YPEL3","16","yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]"
"6678","OLIG3","6","oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:18003]"
"6679","RAB23","6","RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]"
"6680","TBX22","HSCHRX_2_CTG12","T-box transcription factor 22 [Source:HGNC Symbol;Acc:HGNC:11600]"
"6681","GDPD3","16","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]"
"6682","XAF1","17","XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]"
"6683","LATS1","6","large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]"
"6684","SRBD1","2","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]"
"6685","OR2A5","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232]"
"6686","OR2A25","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 25 [Source:HGNC Symbol;Acc:HGNC:19562]"
"6687","OR2A12","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082]"
"6688","OR2A2","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230]"
"6689","OR2A14","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084]"
"6690","CTAGE4","HSCHR7_3_CTG4_4","CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772]"
"6691","TOMM70","3","translocase of outer mitochondrial membrane 70 [Source:HGNC Symbol;Acc:HGNC:11985]"
"6692","ARHGEF35","HSCHR7_3_CTG4_4","Rho guanine nucleotide exchange factor 35 [Source:HGNC Symbol;Acc:HGNC:33846]"
"6693","OR2A42","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 42 [Source:HGNC Symbol;Acc:HGNC:31230]"
"6694","","HSCHR7_3_CTG4_4",""
"6695","OR2A7","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:8234]"
"6696","CTAGE8","HSCHR7_3_CTG4_4","CTAGE family member 8 [Source:HGNC Symbol;Acc:HGNC:37294]"
"6697","OR2A1","HSCHR7_3_CTG4_4","olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]"
"6698","SELENOO","22","selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]"
"6699","TMEM51","1","transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]"
"6700","MAPK3","16","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]"
"6701","BAAT","HSCHR9_1_CTG5","bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]"
"6702","ARHGEF5","HSCHR7_3_CTG4_4","Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]"
"6703","PLPPR1","HSCHR9_1_CTG5","phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993]"
"6704","NOBOX","HSCHR7_3_CTG4_4","NOBOX oogenesis homeobox [Source:HGNC Symbol;Acc:HGNC:22448]"
"6705","ZNF365","10","zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194]"
"6706","RGS17","6","regulator of G protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]"
"6707","SCUBE1","22","signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]"
"6708","CAPN13","2","calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]"
"6709","SENP7","3","SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]"
"6710","FBXO42","1","F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]"
"6711","DACT2","6","dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231]"
"6712","PLPP4","10","phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]"
"6713","SLC35F1","6","solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483]"
"6714","PRAC1","17","PRAC1 small nuclear protein [Source:HGNC Symbol;Acc:HGNC:30591]"
"6715","ALDH4A1","1","aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]"
"6716","UBTD2","5","ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]"
"6717","SCARF2","22","scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]"
"6718","SKIDA1","10","SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]"
"6719","CASC3","17","CASC3 exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:17040]"
"6720","NPS","10","neuropeptide S [Source:HGNC Symbol;Acc:HGNC:33940]"
"6721","OLAH","10","oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]"
"6722","ELMOD1","11","ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]"
"6723","GNPDA1","5","glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]"
"6724","CNTNAP2","HSCHR7_3_CTG6","contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]"
"6725","OR11H1","22","olfactory receptor family 11 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:15404]"
"6726","RAB2B","14","RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]"
"6727","MAGEA3","HSCHRX_1_CTG14","MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]"
"6728","SLC2A11","22","solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]"
"6729","MAGEA2B","HSCHRX_1_CTG14","MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]"
"6730","NR1D1","17","nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]"
"6731","MAS1L","HSCHR6_MHC_MCF_CTG1","MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]"
"6732","OR2H2","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8253]"
"6733","ATAT1","HSCHR6_MHC_MCF_CTG1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]"
"6734","CSAG1","HSCHRX_1_CTG14","chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:HGNC:24294]"
"6735","MAGEA12","HSCHRX_1_CTG14","MAGE family member A12 [Source:HGNC Symbol;Acc:HGNC:6799]"
"6736","BAG3","10","BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]"
"6737","CETN2","HSCHRX_1_CTG14","centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]"
"6738","MRPS18B","HSCHR6_MHC_MCF_CTG1","mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]"
"6739","NSDHL","HSCHRX_1_CTG14","NAD(P) dependent steroid dehydrogenase-like [Source:HGNC Symbol;Acc:HGNC:13398]"
"6740","LTBP1","2","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"6741","OR12D3","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]"
"6742","PNMA5","HSCHRX_1_CTG14","PNMA family member 5 [Source:HGNC Symbol;Acc:HGNC:18743]"
"6743","OR2J2","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260]"
"6744","DSCAML1","11","DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]"
"6745","PRKG1","10","protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]"
"6746","OR2B3","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 2 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8238]"
"6747","MICB","HSCHR6_MHC_MCF_CTG1","MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]"
"6748","MAGEA6","HSCHRX_1_CTG14","MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]"
"6749","PQBP1","HSCHRX_3_CTG3","polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]"
"6750","UTP6","17","UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]"
"6751","TCF19","HSCHR6_MHC_MCF_CTG1","transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]"
"6752","ZNF185","HSCHRX_1_CTG14","zinc finger protein 185 with LIM domain [Source:HGNC Symbol;Acc:HGNC:12976]"
"6753","OR14J1","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 14 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:13971]"
"6754","GJA10","6","gap junction protein alpha 10 [Source:HGNC Symbol;Acc:HGNC:16995]"
"6755","BTNL2","HSCHR6_MHC_MCF_CTG1","butyrophilin like 2 [Source:HGNC Symbol;Acc:HGNC:1142]"
"6756","SLC24A4","14","solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]"
"6757","RER1","1","retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]"
"6758","SAPCD1","HSCHR6_MHC_MCF_CTG1","suppressor APC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13938]"
"6759","CASP8AP2","6","caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]"
"6760","TIMM17B","HSCHRX_3_CTG3","translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]"
"6761","PPP1R11","HSCHR6_MHC_MCF_CTG1","protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]"
"6762","OR12D2","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178]"
"6763","EGFL7","9","EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]"
"6764","SLC35A2","HSCHRX_3_CTG3","solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]"
"6765","HLA-DRB4","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class II, DR beta 4 [Source:HGNC Symbol;Acc:HGNC:4952]"
"6766","POLR1H","HSCHR6_MHC_MCF_CTG1","RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]"
"6767","LY6G6E","HSCHR6_MHC_MCF_CTG1","lymphocyte antigen 6 family member G6E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:13934]"
"6768","VWA7","HSCHR6_MHC_MCF_CTG1","von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]"
"6769","PIM2","HSCHRX_3_CTG3","Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]"
"6770","OTUD5","HSCHRX_3_CTG3","OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]"
"6771","OR2H1","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 2 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8252]"
"6772","VCL","10","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
"6773","KCND1","HSCHRX_3_CTG3","potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"
"6774","DDR1","HSCHR6_MHC_MCF_CTG1","discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]"
"6775","SAP30L","5","SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]"
"6776","BOLA2B","16","bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]"
"6777","FBXO30","6","F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600]"
"6778","TBPL1","6","TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]"
"6779","OR2J3","HSCHR6_MHC_MCF_CTG1","olfactory receptor family 2 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:8261]"
"6780","GRIPAP1","HSCHRX_3_CTG3","GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]"
"6781","HLA-A","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
"6782","POTEC","18","POTE ankyrin domain family member C [Source:HGNC Symbol;Acc:HGNC:33894]"
"6783","HLA-DMB","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]"
"6784","TCF21","6","transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]"
"6785","GSTA3","6","glutathione S-transferase alpha 3 [Source:HGNC Symbol;Acc:HGNC:4628]"
"6786","RNF39","HSCHR6_MHC_MCF_CTG1","ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]"
"6787","PANK4","1","pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]"
"6788","AOC2","17","amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]"
"6789","PFDN6","HSCHR6_MHC_MCF_CTG1","prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]"
"6790","HLA-DMA","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]"
"6791","LINC02210-CRHR1","17","LINC02210-CRHR1 readthrough [Source:HGNC Symbol;Acc:HGNC:51483]"
"6792","UBE2NL","HSCHRX_2_CTG14","ubiquitin conjugating enzyme E2 N like (gene/pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:389898]"
"6793","VARS1","HSCHR6_MHC_MCF_CTG1","valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651]"
"6794","CD2BP2","16","CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]"
"6795","TCAP","17","titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]"
"6796","DIPK1B","9","divergent protein kinase domain 1B [Source:HGNC Symbol;Acc:HGNC:28290]"
"6797","NRG2","5","neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]"
"6798","GSTA4","6","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"6799","DLGAP2","HSCHR8_1_CTG1","DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]"
"6800","PSMA3","14","proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]"
"6801","EHMT2","HSCHR6_MHC_MCF_CTG1","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]"
"6802","ANKRD40","17","ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]"
"6803","LCN10","9","lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]"
"6804","TBC1D10B","16","TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]"
"6805","DDAH2","HSCHR6_MHC_MCF_CTG1","dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]"
"6806","SUFU","10","SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466]"
"6807","GCM1","6","glial cells missing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:4197]"
"6808","ABI3","17","ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]"
"6809","HLA-F","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]"
"6810","ANKRD30B","18","ankyrin repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:24165]"
"6811","OR2B8P","6","olfactory receptor family 2 subfamily B member 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:13968]"
"6812","FKBPL","HSCHR6_MHC_MCF_CTG1","FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949]"
"6813","OR2B6","6","olfactory receptor family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:8241]"
"6814","GNL1","HSCHR6_MHC_MCF_CTG1","G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]"
"6815","TRIM40","HSCHR6_MHC_MCF_CTG1","tripartite motif containing 40 [Source:HGNC Symbol;Acc:HGNC:18736]"
"6816","CMSS1","3","cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]"
"6817","GPR139","16","G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995]"
"6818","LY6G5C","HSCHR6_MHC_MCF_CTG1","lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]"
"6819","SLX1A","16","SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
"6820","LY6G6F","HSCHR6_MHC_MCF_CTG1","lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]"
"6821","UNC93A","6","unc-93 homolog A [Source:HGNC Symbol;Acc:HGNC:12570]"
"6822","LCN6","9","lipocalin 6 [Source:HGNC Symbol;Acc:HGNC:17337]"
"6823","WFIKKN2","17","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]"
"6824","AGER","HSCHR6_MHC_MCF_CTG1","advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]"
"6825","SLC28A2","15","solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]"
"6826","UBE2Z","17","ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847]"
"6827","ERICH1","HSCHR8_4_CTG1","glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]"
"6828","TNF","HSCHR6_MHC_MCF_CTG1","tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]"
"6829","SULT1A4","16","sulfotransferase family 1A member 4 [Source:HGNC Symbol;Acc:HGNC:30004]"
"6830","TXNDC2","18","thioredoxin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16470]"
"6831","PBX2","HSCHR6_MHC_MCF_CTG1","PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633]"
"6832","ARHGEF17","11","Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]"
"6833","COL11A2","HSCHR6_MHC_MCF_CTG1","collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]"
"6834","VPS13D","1","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]"
"6835","NRAP","10","nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]"
"6836","LCN15","9","lipocalin 15 [Source:HGNC Symbol;Acc:HGNC:33777]"
"6837","TTLL2","6","tubulin tyrosine ligase like 2 [Source:HGNC Symbol;Acc:HGNC:21211]"
"6838","VAPA","18","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]"
"6839","TFE3","HSCHRX_3_CTG3","transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]"
"6840","C6orf136","HSCHR6_MHC_MCF_CTG1","chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]"
"6841","PRAF2","HSCHRX_3_CTG3","PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]"
"6842","HTR1B","6","5-hydroxytryptamine receptor 1B [Source:HGNC Symbol;Acc:HGNC:5287]"
"6843","","HSCHRX_3_CTG3","novel protein"
"6844","PPP1R3G","6","protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]"
"6845","RXRB","HSCHR6_MHC_MCF_CTG1","retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]"
"6846","TMEM141","9","transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211]"
"6847","WDR45","HSCHRX_3_CTG3","WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]"
"6848","VPS52","HSCHR6_MHC_MCF_CTG1","VPS52 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:10518]"
"6849","NIT2","3","nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]"
"6850","RIPOR2","6","RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]"
"6851","COA3","17","cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]"
"6852","ARID4A","14","AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]"
"6853","TNXB","HSCHR6_MHC_MCF_CTG1","tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]"
"6854","FAM200C","5","family with sequence similarity 200 member C [Source:HGNC Symbol;Acc:HGNC:30804]"
"6855","CCDC183","9","coiled-coil domain containing 183 [Source:HGNC Symbol;Acc:HGNC:28236]"
"6856","GATM","15","glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]"
"6857","GNGT2","17","G protein subunit gamma transducin 2 [Source:HGNC Symbol;Acc:HGNC:4412]"
"6858","SFTA2","HSCHR6_MHC_MCF_CTG1","surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386]"
"6859","ATF6B","HSCHR6_MHC_MCF_CTG1","activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]"
"6860","","KI270727.1",""
"6861","KIF20A","5","kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]"
"6862","GPKOW","HSCHRX_3_CTG3","G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]"
"6863","TUBB","HSCHR6_MHC_MCF_CTG1","tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
"6864","GLRA3","4","glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]"
"6865","CES1","16","carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]"
"6866","PIEZO2","18","piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]"
"6867","MAGIX","HSCHRX_3_CTG3","MAGI family member, X-linked [Source:HGNC Symbol;Acc:HGNC:30006]"
"6868","MCCD1","HSCHR6_MHC_MCF_CTG1","mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]"
"6869","TRIM27","HSCHR6_MHC_MCF_CTG1","tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]"
"6870","UVRAG","11","UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]"
"6871","HLA-DOB","HSCHR6_MHC_MCF_CTG1","major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]"
"6872","CCDC120","HSCHRX_3_CTG3","coiled-coil domain containing 120 [Source:HGNC Symbol;Acc:HGNC:28910]"
"6873","BAG6","HSCHR6_MHC_MCF_CTG1","BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
"6874","LRRN3","7","leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]"
"6875","RABL6","9","RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]"
"6876","CBLB","3","Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]"
"6877","GAB4","22","GRB2 associated binding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:18325]"
"6878","TTPA","8","alpha tocopherol transfer protein [Source:HGNC Symbol;Acc:HGNC:12404]"
"6879","GNG11","7","G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]"
"6880","CAPN14","2","calpain 14 [Source:HGNC Symbol;Acc:HGNC:16664]"
"6881","PSORS1C2","HSCHR6_MHC_MCF_CTG1","psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]"
